comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type
cmp-hb01-millionaire-tax,race-0f0734c608b02353f3cf,2016-09-08,tax_policy,shared_position,Both support the Fair Share Amendment increasing taxes on millionaires.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Mike Connolly,ex-hb01-connolly-fairshare,Fair Share Amendment to tax millionaires.,http://web.archive.org/web/20160807044232/http://www.mikeconnolly.org:80/progressive_platform,,paragraph 71,320658385c58ec918d6c0a06061ae5f0825db76518e98f3812be6688b03d772c,verified_archive_capture,"Timothy J. Toomey, Jr.",ex-hb01-toomey-fairshare,Fair Share Tax Amendment to increase the effective tax rate on millionaires,https://web.archive.org/web/20160828203156/https://timtoomey.org/,,paragraph 35,2671f8932b1caf69b600a2f855b7190da6abb77e3312176fcc6bc696f3869651,verified_archive_capture,policy_position,democratic_primary,past_scheduled_date,,http://web.archive.org/web/20160807044232/http://www.mikeconnolly.org:80/progressive_platform,2016-08-07,,,,,,,,https://web.archive.org/web/20160828203156/https://timtoomey.org/,2016-08-28,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_platform,,campaign_page
cmp-hb02-acevero-hoverman-brt,race-50548ada602a94d636d7,2018-06-26,transportation,shared_position,Both support Bus Rapid Transit as part of the response to congestion and transportation needs.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Gabriel Acevero,ex-hb02-acevero-brt,Investing in smart transit solutions such as Bus Rapid Transit alleviates traffic while also ensuring cleaner air and healthier communities.,https://bethesdamagazine.com/2018/02/13/state-delegate-district-39-three-seats,2018-02-13,paragraph 296,f64d3a28de0724004e47bcb6e1d6ac5baa326c3c3fd1289f0df0c90a07da45cb,verified_publication_date,Andy Hoverman,ex-hb02-hoverman-brt,"Options including Bus Rapid Transit, addressing I-270 congestion bottlenecks, and more emphasis on MARC rail should be placed ahead of M83.",https://www.mocoalliance.org/uploads/4/8/8/6/48867647/hoverman_2018.pdf,2018-03-12,paragraph 2,e51210ff450aac4674c1a66015ba803fc315d4b8c4af05f39ed888bce72775b4,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
cmp-hb02-acevero-bartlett-transit,race-50548ada602a94d636d7,2018-06-26,transportation,different_strategy,"Both prioritize transit investment, but Acevero names Bus Rapid Transit while Bartlett emphasizes expanded all-day MARC service. This is not a disagreement over either mechanism.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Gabriel Acevero,ex-hb02-acevero-brt,Investing in smart transit solutions such as Bus Rapid Transit alleviates traffic while also ensuring cleaner air and healthier communities.,https://bethesdamagazine.com/2018/02/13/state-delegate-district-39-three-seats,2018-02-13,paragraph 296,f64d3a28de0724004e47bcb6e1d6ac5baa326c3c3fd1289f0df0c90a07da45cb,verified_publication_date,Bobby Bartlett,ex-hb02-bartlett-marc,expand MARC service to two-way full day service,https://www.mocoalliance.org/uploads/4/8/8/6/48867647/bartlett_2018.pdf,2018-03-12,paragraph 3,a171b2540b03bc5124522586447217bb1895e4ce18e670ac4df0c63efe9859ca,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
cmp-hb03-lee-wilcox-gnd,race-98a94ea45af952a751bc,2020-05-19,climate,shared_position,Both explicitly support the Green New Deal.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Albert Lee,ex-hb03-lee-gnd,"Under the Green New Deal, it can be done.",https://albertlee2020.com/reinvest-in-america-and-our-future,,paragraph 13,4e43af26fee562038b8fd32e197e31fdd7ea3360e109dc140a44f628e778e473,verified_archive_capture,Dane Wilcox,ex-hb03-wilcox-gnd,I support the Green New Deal,https://wilcox2020.com/issues/climate-change,,paragraph 15,1c6adb68654c11608c8d9c5512d589af360d550c5bd3254d3b10a215ae6dd3d3,verified_archive_capture,policy_position,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20190624064736id_/https://albertlee2020.com/reinvest-in-america-and-our-future/,2019-06-24,,,,,,,,https://web.archive.org/web/20191216105614id_/https://wilcox2020.com/issues/climate-change,2019-12-16,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_website,,campaign_website
cmp-hb03-lee-blumenauer-climate,race-98a94ea45af952a751bc,2020-05-19,climate,shared_position,Both present climate change as requiring urgent action; the excerpts do not establish identical policy mechanisms.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Albert Lee,ex-hb03-lee-climate-urgency,Climate change is an existential crisis for both our country and the world.,https://albertlee2020.com/reinvest-in-america-and-our-future,,paragraph 11,4e43af26fee562038b8fd32e197e31fdd7ea3360e109dc140a44f628e778e473,verified_archive_capture,Earl Blumenauer,ex-hb03-blumenauer-climate-urgency,We need action and we need it now.,https://www.earlblumenauer.com/2019/11/25/big-news-league-conservation-voters-endorses,2019-12-05,paragraph 10,9e5d97bfa20773e58ebba2ba71ba3ac833021a82e47c899c90f82a2ddfcb7562,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20190624064736id_/https://albertlee2020.com/reinvest-in-america-and-our-future/,2019-06-24,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_website,,press_release
cmp-hb04-koehle-allen-review,race-8d1e88972b7232ea26d0,2021-05-18,criminal_justice,shared_position,Both explicitly support a civilian police review board.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Elspeth Kate Koehle,ex-hb04-koehle-review-board,I do support a civilian review board,https://web.archive.org/web/20210501140122id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-elspeth-koehle-race-erie-city-council/7392072002/,2021-04-29,paragraph 32,4f4c8f4234adc40d77355fe50010e7a3d09b2edc26dcd311b53cb80a84b554c7,verified_publication_date,Liz Allen,ex-hb04-allen-review-board,I strongly support the creation of a civilian review board.,https://web.archive.org/web/20210430142024id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-liz-allen-race-erie-city-council/7388188002/,2021-04-29,paragraph 46,967aa8fbfdad3331c099016d95e420e4c3cfccf2118b8a989bfcd86d96fab068,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20210501140122id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-elspeth-koehle-race-erie-city-council/7392072002/,2021-05-01,,,,,,,,https://web.archive.org/web/20210430142024id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-liz-allen-race-erie-city-council/7388188002/,2021-04-30,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire_interview,,candidate_questionnaire_interview
cmp-hb04-koehle-troop-review,race-8d1e88972b7232ea26d0,2021-05-18,criminal_justice,shared_position,Both explicitly support a civilian police review board.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Elspeth Kate Koehle,ex-hb04-koehle-review-board,I do support a civilian review board,https://web.archive.org/web/20210501140122id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-elspeth-koehle-race-erie-city-council/7392072002/,2021-04-29,paragraph 32,4f4c8f4234adc40d77355fe50010e7a3d09b2edc26dcd311b53cb80a84b554c7,verified_publication_date,"Maurice ""Mo"" Troop",ex-hb04-troop-review-board,I do support a civilian review board.,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,2021-04-29,paragraph 26,dab0e3ee788940f80c39a6ca88fdea025565c7ce2103c5274497ec9cfaa709ee,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20210501140122id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-elspeth-koehle-race-erie-city-council/7392072002/,2021-05-01,,,,,,,,https://web.archive.org/web/20210516130843id_/https://www.goerie.com/story/news/local/2021/04/29/democrat-maurice-troop-race-erie-city-council/7380098002/,2021-05-16,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire_interview,,candidate_questionnaire_interview
cmp-hb05-union-organizing,race-1b16bc7d886dcbb78057,2024-05-21,labor,shared_position,"Both explicitly support union mechanisms: Chaichi supports making it easier to form unions without intimidation, while Zimmerman supports collective bargaining to improve wages, benefits, and working conditions. The shared position is limited to union organizing and bargaining rights.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Farrah Chaichi,ex-hb05-chaichi-unions,make it easier for workers to form unions free from intimidation and harassment,https://web.archive.org/web/20240518092853id_/https://www.chaichifororegon.com/the-issues,,paragraph 22,23a6e7ec6c7bf68725dec1021b05ca538a9cd6a36cd97c7e3772897ccf5f3194,verified_archive_capture,Casey Zimmerman,ex-hb05-zimmerman-unions,"The ability to collectively bargain and negotiate to improve wages, benefits, and working conditions helps all workers",https://www.caseyfororegon.com/issues,,paragraph 43,ef39894e4e160cf2af2b8be3e94bdba912e3778d632ef0f5630b8fbc33a3e411,verified_archive_capture,policy_position,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20240518092853id_/https://www.chaichifororegon.com/the-issues,2024-05-18,,,,,,,,https://web.archive.org/web/20240411015808id_/https://www.caseyfororegon.com/issues,2024-04-11,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_website | official_campaign_platform,,campaign_website
cmp-hb07-wages,race-272467423dd3b8accee4,2026-06-09,labor,shared_position,Both support raising wages with reference to living costs. Navarro specifies a $23 wage floor and separately calls for inflation indexing in the retained paragraph; Nadeem states only the broader goal of matching wages to the cost of living. The comparison does not impute automatic indexing to Nadeem.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Shaun R. Navarro,ex-hb07-navarro-wage,"raise wages to $23 an hour, the minimum amount required to afford a two bedroom apartment",https://navarrofornevada.com/,2025-11-13,paragraph 13,cfd54a4a509d5863730b98c609b4056db65ab3e3b122b93b4cc196df7556069b,verified_publisher_revision_date,Hanadi Nadeem,ex-hb07-nadeem-wage,increase wages to match the cost of living,https://hanadinadeem.com/issues/jobs-economy,,paragraph 39,fc1c13b79257e79ddc5eb8664a72ac66ff049f4de1b3c1d6259dc143a573a607,verified_archive_capture,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,https://web.archive.org/web/20250324212503/https://hanadinadeem.com/issues/jobs-economy/,2025-03-24,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_campaign_platform,,policy_page
cmp-hb13-immigrant-protection,race-9172cee3bc57bf96a6c8,2026-06-23,immigration,different_scope,"Both support a state response protecting immigrant communities. Moreno commits to a strong and courageous state-government response in a sentence explicitly contextualized by federal attacks on immigrant neighbors, but names no mechanism; Jobaida specifies police and state noncooperation with ICE. This is a scope difference, and no missing mechanism is treated as opposition.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Diana C. Moreno,ex-hb13-moreno-immigration,ensure that our New York state government was as strong and courageous as it could possibly be,https://democraticleft.dsausa.org/2026/06/01/diana-moreno-organize-as-if-the-world-you-want-is-within-grasp/,2026-06-01,paragraph 21,078f226dc26c893e34b36737b36050f2009443a836e0cc41effb50e930c58eb4,verified_publication_date,Mary Jobaida,ex-hb13-jobaida-immigration,New York State and police do not cooperate with the ICE agents,https://qns.com/2026/01/mary-jobaida-ad-36-special-election/,2026-01-27,paragraph 208,e70409318c3d5d74175097ca8d322ef0ea095c07ae1295fbd64e10e17bdbe32a,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,attributable_interview,,attributable_interview
cmp-hbr-md39-acevero-lopez-transit,race-50548ada602a94d636d7,2018-06-26,transportation,different_emphasis,Acevero specifies Bus Rapid Transit and its congestion/environment benefits; Lopez states a broader commitment to long-term transit fixes balanced with environmental concerns. Lopez’s retained answer does not establish opposition to BRT.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Gabriel Acevero,ex-hb02-acevero-brt,Investing in smart transit solutions such as Bus Rapid Transit alleviates traffic while also ensuring cleaner air and healthier communities.,https://bethesdamagazine.com/2018/02/13/state-delegate-district-39-three-seats,2018-02-13,paragraph 296,f64d3a28de0724004e47bcb6e1d6ac5baa326c3c3fd1289f0df0c90a07da45cb,verified_publication_date,Lesley J. Lopez,ex-hbr-md39-lesley-transit,advocate for long-term fixes that balance transportation and transit needs with environmental concerns,https://bethesdamagazine.com/2018/02/13/state-delegate-district-39-three-seats,2018-02-13,paragraph 342,f64d3a28de0724004e47bcb6e1d6ac5baa326c3c3fd1289f0df0c90a07da45cb,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
hp16-health-principle,us-president-dem-primary-2016-nh,2016-02-09,healthcare,shared_position,"Both affirm broad access to healthcare: Sanders places healthcare for all within a progressive economic agenda, while Clinton calls affordable healthcare a human right. This goal agreement does not establish identical financing models.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Bernie Sanders,hp-s16-health,provides health care for all,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,,paragraph 48,3db59d908e7bc457f8c27f8093b27ab408b8e4c1c48a3c7ab97186bdf8ee6962,verified_archive_capture,Hillary Clinton,hp-h16-health,Affordable health care is a basic human right.,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,,paragraph 79,9109de3119f88de3f68d7dbef25ff609dcfea853fa1cfe72ca1376a570b12ab4,verified_archive_capture,policy_position,democratic_primary,past_scheduled_date,,https://web.archive.org/web/20160106120158id_/https://berniesanders.com/issues/,2016-01-06,,,,,,,,https://web.archive.org/web/20160108174029id_/https://www.hillaryclinton.com/issues/,2016-01-08,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_campaign_platform,,official_campaign_platform
