comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type,timing_caveat
il20-clark-davis-health,race-a4f6ebb856fb4c3cc6a2,2020-03-17,healthcare,shared_position,Clark and incumbent Davis both explicitly support Medicare for All. Their challenger/incumbent roles do not establish a single-payer versus ACA-only divide.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anthony Clark,il20-clark-health,Medicare 4 All,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,paragraph 96,5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f,pre_primary_time_unverified,Danny K. Davis,il20-davis-health,making health care a right with Medicare-for-All,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis,,paragraph 91,8baf1d70d8172eac72cfce3702c0690b54c7e2faef9e9ecd0d175e7f0833288c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il20-clark-collins-health,race-a4f6ebb856fb4c3cc6a2,2020-03-17,healthcare,shared_position,"Both support single-payer Medicare for All; Collins also describes organizing for that proposal. The retained registry groups Clark as endorsed for this race, without projecting Collins's later endorsement history backward.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anthony Clark,il20-clark-health,Medicare 4 All,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,paragraph 96,5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f,pre_primary_time_unverified,Kina Collins,il20-collins-health,a single-payer Medicare for All system,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins,,paragraph 94,59fb23ffbaa1c41797f3744b61a36bd544180025f85a1e513055dcfa1726abd5,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il20-clark-schanbacher-health,race-a4f6ebb856fb4c3cc6a2,2020-03-17,healthcare,different_strategy,Clark proposes Medicare for All while Schanbacher proposes an ACA public option with private plans. This compares stated insurance architectures; the answer is not coded as an explicit categorical rejection of every single-payer proposal.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anthony Clark,il20-clark-health,Medicare 4 All,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,paragraph 96,5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f,pre_primary_time_unverified,Kristine Schanbacher,il20-schanbacher-health,add a public health insurance option,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,,paragraph 106,ac124c15e0376ea16c2cb535f6fda4e853daa152bfbce11f51b2d43a7bb7ec11,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il20-clark-davis-climate,race-a4f6ebb856fb4c3cc6a2,2020-03-17,climate_energy,shared_position,"Both explicitly name support for a Green New Deal. The statements establish shared support for the named proposal, not identical detailed implementation plans.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anthony Clark,il20-clark-climate,a Green New Deal,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,paragraph 96,5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f,pre_primary_time_unverified,Danny K. Davis,il20-davis-climate,addressing global climate change with a Green New Deal,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis,,paragraph 92,8baf1d70d8172eac72cfce3702c0690b54c7e2faef9e9ecd0d175e7f0833288c,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il20-clark-davis-priority,race-a4f6ebb856fb4c3cc6a2,2020-03-17,campaign_approach,shared_position,Both answer the pressing-issue question through economic inequality and a linked set of reforms. Their different political biographies should not erase this common campaign frame.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anthony Clark,il20-clark-priority,Economic inequality is the most pressing issue,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,paragraph 94,5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f,pre_primary_time_unverified,Danny K. Davis,il20-davis-priority,vast economic and social inequality,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis,,paragraph 101,8baf1d70d8172eac72cfce3702c0690b54c7e2faef9e9ecd0d175e7f0833288c,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il20-clark-davis-strategy,race-a4f6ebb856fb4c3cc6a2,2020-03-17,campaign_approach,different_emphasis,"Clark emphasizes movement-building and collective working-class power; Davis emphasizes his progressive record and constituent mandate. This is a contrast in self-presentation, not proof that one lacks progressive policies.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anthony Clark,il20-clark-strategy,utilize the seat as a vehicle,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,paragraph 92,5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f,pre_primary_time_unverified,Danny K. Davis,il20-davis-strategy,my record as a progressive,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/danny-k-davis,,paragraph 97,8baf1d70d8172eac72cfce3702c0690b54c7e2faef9e9ecd0d175e7f0833288c,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il20-clark-collins-priority,race-a4f6ebb856fb4c3cc6a2,2020-03-17,campaign_approach,different_emphasis,"Clark organizes his answer around economic inequality as a root cause; Collins foregrounds gun violence, healthcare and criminal justice. The topics overlap and are not mutually exclusive commitments.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anthony Clark,il20-clark-priority,Economic inequality is the most pressing issue,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,paragraph 94,5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f,pre_primary_time_unverified,Kina Collins,il20-collins-priority,a core component of my fight for social justice,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins,,paragraph 93,59fb23ffbaa1c41797f3744b61a36bd544180025f85a1e513055dcfa1726abd5,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il20-clark-schanbacher-priority,race-a4f6ebb856fb4c3cc6a2,2020-03-17,campaign_approach,different_emphasis,Clark frames economic inequality as the connecting root cause; Schanbacher names hunger reduction as an initial office priority and healthcare as constituents' pressing issue. Neither statement proves indifference to the other's concern.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anthony Clark,il20-clark-priority,Economic inequality is the most pressing issue,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,paragraph 94,5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f,pre_primary_time_unverified,Kristine Schanbacher,il20-schanbacher-priority,The first priority will be to reduce hunger,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,,paragraph 102,ac124c15e0376ea16c2cb535f6fda4e853daa152bfbce11f51b2d43a7bb7ec11,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il20-clark-schanbacher-strategy,race-a4f6ebb856fb4c3cc6a2,2020-03-17,campaign_approach,different_emphasis,Clark emphasizes organizing collective working-class power; Schanbacher emphasizes transferring her human-rights litigation and lobbying experience into legislative results.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Anthony Clark,il20-clark-strategy,utilize the seat as a vehicle,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/anthony-clark,,paragraph 92,5d8263d7a881e3b7ed8aa3fd1bf1687e28cd2c9ff67bc25476eedc64b30a646f,pre_primary_time_unverified,Kristine Schanbacher,il20-schanbacher-strategy,from the courthouse into the halls of Congress,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,,paragraph 99,ac124c15e0376ea16c2cb535f6fda4e853daa152bfbce11f51b2d43a7bb7ec11,pre_primary_time_unverified,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il22-ahmed-raja-accountability,race-9c5f47278f523126e61b,2022-06-28,democratic_reform,different_mechanism,"Ahmed emphasizes campaign finance, voting access and term limits; Krishnamoorthi emphasizes banning congressional individual-stock trading. These are different, potentially complementary accountability mechanisms, not evidence either opposes the other's proposal.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Junaid Ahmed,il22-ahmed-reform,"campaign finance reform, expanded voter access, and congressional term limits",https://news.wttw.com/elections/voters-guide/2022/Junaid-Ahmed,,paragraph 89,d5a8642ab24a90e9a98c5a157b06e796ed61967269d4867174b1da14f896ecaf,pre_primary_time_unverified,Raja Krishnamoorthi,il22-raja-reform,ban Members of Congress and top staff from trading individual stocks,https://news.wttw.com/elections/voters-guide/2022/Raja-Krishnamoorthi,,paragraph 84,dffca4557b079be97f1c256ef04bd4ff7cb87ae80c3822a0a0da3f8263b0edc6,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
il22-ahmed-raja-climate,race-9c5f47278f523126e61b,2022-06-28,climate_energy,shared_position,Both support a transition toward renewable energy. Ahmed specifies an entirely renewable economy and a more confrontational negotiating option; Krishnamoorthi's answer does not specify an identical endpoint or legislative strategy.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Junaid Ahmed,il22-ahmed-climate,relies entirely on renewable energy,https://news.wttw.com/elections/voters-guide/2022/Junaid-Ahmed,,paragraph 99,d5a8642ab24a90e9a98c5a157b06e796ed61967269d4867174b1da14f896ecaf,pre_primary_time_unverified,Raja Krishnamoorthi,il22-raja-climate,renewable domestic energy sources,https://news.wttw.com/elections/voters-guide/2022/Raja-Krishnamoorthi,,paragraph 81,dffca4557b079be97f1c256ef04bd4ff7cb87ae80c3822a0a0da3f8263b0edc6,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
