research_group,election_year,candidate_names,entity_kind,grouping_scope,records_without_direct_review,records_with_direct_review,race_ids,meaning
2020 | michael-bloomberg,2020,Michael Bloomberg,individual_candidate,same_cycle_national_campaign_research_only,3,0,race-c1bc1ffe72e97dc4e320 | us-president-dem-primary-2020-md | us-president-dem-primary-2020-oh,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | michael-ellinger,2020,Michael Ellinger,individual_candidate,same_cycle_national_campaign_research_only,1,0,us-president-dem-primary-2020-az,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | michael-f-bennet,2020,Michael F. Bennet,individual_candidate,same_cycle_national_campaign_research_only,1,0,race-ea5afd75c9af396451a4,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | michael-r-bloomberg,2020,Michael R. Bloomberg,individual_candidate,same_cycle_national_campaign_research_only,26,0,race-707589896734489b0382 | race-980dc8b6fade3efe9c74 | race-aed8879df9fbc709db76 | race-b2f56d1987a501b29012 | race-c3b021b27cd1f9089be2 | race-de351b5bf3d35c3ad4d1 | race-ea5afd75c9af396451a4 | us-president-dem-primary-2020-ak | us-president-dem-primary-2020-al | us-president-dem-primary-2020-fl | us-president-dem-primary-2020-ga | us-president-dem-primary-2020-id | us-president-dem-primary-2020-in | us-president-dem-primary-2020-ma | us-president-dem-primary-2020-mo | us-president-dem-primary-2020-ms | us-president-dem-primary-2020-nc | us-president-dem-primary-2020-ok | us-president-dem-primary-2020-pr | us-president-dem-primary-2020-tn | us-president-dem-primary-2020-tx | us-president-dem-primary-2020-ut | us-president-dem-primary-2020-va | us-president-dem-primary-2020-vt | us-president-dem-primary-2020-wi | us-president-dem-primary-2020-wv,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | mosie-boyd,2020,Mosie Boyd,individual_candidate,same_cycle_national_campaign_research_only,3,0,race-aed8879df9fbc709db76 | race-c3b021b27cd1f9089be2 | us-president-dem-primary-2020-nh,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | nathan-bloxham,2020,Nathan Bloxham,individual_candidate,same_cycle_national_campaign_research_only,1,0,us-president-dem-primary-2020-ut,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | pete-buttigieg,2020,Pete Buttigieg,individual_candidate,same_cycle_national_campaign_research_only,30,1,race-5e5b97772655d92ca963 | race-707589896734489b0382 | race-aed8879df9fbc709db76 | race-b2f56d1987a501b29012 | race-c1bc1ffe72e97dc4e320 | race-c3b021b27cd1f9089be2 | race-de351b5bf3d35c3ad4d1 | us-president-dem-primary-2020-ak | us-president-dem-primary-2020-al | us-president-dem-primary-2020-az | us-president-dem-primary-2020-fl | us-president-dem-primary-2020-ga | us-president-dem-primary-2020-id | us-president-dem-primary-2020-in | us-president-dem-primary-2020-ma | us-president-dem-primary-2020-md | us-president-dem-primary-2020-mo | us-president-dem-primary-2020-ms | us-president-dem-primary-2020-nc | us-president-dem-primary-2020-nh | us-president-dem-primary-2020-oh | us-president-dem-primary-2020-ok | us-president-dem-primary-2020-pr | us-president-dem-primary-2020-sc | us-president-dem-primary-2020-tn | us-president-dem-primary-2020-tx | us-president-dem-primary-2020-ut | us-president-dem-primary-2020-va | us-president-dem-primary-2020-vt | us-president-dem-primary-2020-wi | us-president-dem-primary-2020-wv,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | peter-m-p-buttigieg,2020,Peter M. P. Buttigieg,individual_candidate,same_cycle_national_campaign_research_only,1,0,race-ea5afd75c9af396451a4,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | raymond-michael-moroz,2020,Raymond Michael Moroz,individual_candidate,same_cycle_national_campaign_research_only,1,0,us-president-dem-primary-2020-nh,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | rita-krichevsky,2020,Rita Krichevsky,individual_candidate,same_cycle_national_campaign_research_only,2,0,race-980dc8b6fade3efe9c74 | us-president-dem-primary-2020-nh,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | robby-wells,2020,Robby Wells,individual_candidate,same_cycle_national_campaign_research_only,4,0,race-980dc8b6fade3efe9c74 | us-president-dem-primary-2020-mo | us-president-dem-primary-2020-nh | us-president-dem-primary-2020-tx,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | roque-de-la-fuente,2020,Roque De La Fuente,individual_candidate,same_cycle_national_campaign_research_only,3,0,us-president-dem-primary-2020-mo | us-president-dem-primary-2020-nh | us-president-dem-primary-2020-ut,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | roque-rocky-de-la-fuente,2020,"Roque ""Rocky"" De La Fuente",individual_candidate,same_cycle_national_campaign_research_only,3,0,us-president-dem-primary-2020-az | us-president-dem-primary-2020-id | us-president-dem-primary-2020-tx,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | roque-rocky-iii-de-la-fuente,2020,"Roque ""Rocky,"" III De La Fuente",individual_candidate,same_cycle_national_campaign_research_only,2,0,race-980dc8b6fade3efe9c74 | race-aed8879df9fbc709db76,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | sam-sloan,2020,Sam Sloan,individual_candidate,same_cycle_national_campaign_research_only,1,0,us-president-dem-primary-2020-nh,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | steve-bullock,2020,Steve Bullock,individual_candidate,same_cycle_national_campaign_research_only,1,1,race-c3b021b27cd1f9089be2 | us-president-dem-primary-2020-nh,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | steve-burke,2020,Steve Burke,individual_candidate,same_cycle_national_campaign_research_only,3,0,us-president-dem-primary-2020-id | us-president-dem-primary-2020-mo | us-president-dem-primary-2020-nh,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | thomas-james-torgesen,2020,Thomas James Torgesen,individual_candidate,same_cycle_national_campaign_research_only,1,0,us-president-dem-primary-2020-nh,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | thomas-steyer,2020,Thomas Steyer,individual_candidate,same_cycle_national_campaign_research_only,1,0,race-ea5afd75c9af396451a4,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | tom-koos,2020,Tom Koos,individual_candidate,same_cycle_national_campaign_research_only,1,0,us-president-dem-primary-2020-nh,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | tom-steyer,2020,Tom Steyer,individual_candidate,same_cycle_national_campaign_research_only,31,0,race-5e5b97772655d92ca963 | race-707589896734489b0382 | race-980dc8b6fade3efe9c74 | race-aed8879df9fbc709db76 | race-b2f56d1987a501b29012 | race-c1bc1ffe72e97dc4e320 | race-c3b021b27cd1f9089be2 | race-de351b5bf3d35c3ad4d1 | us-president-dem-primary-2020-ak | us-president-dem-primary-2020-al | us-president-dem-primary-2020-fl | us-president-dem-primary-2020-ga | us-president-dem-primary-2020-id | us-president-dem-primary-2020-in | us-president-dem-primary-2020-ma | us-president-dem-primary-2020-md | us-president-dem-primary-2020-mo | us-president-dem-primary-2020-ms | us-president-dem-primary-2020-nc | us-president-dem-primary-2020-nh | us-president-dem-primary-2020-oh | us-president-dem-primary-2020-ok | us-president-dem-primary-2020-pr | us-president-dem-primary-2020-sc | us-president-dem-primary-2020-tn | us-president-dem-primary-2020-tx | us-president-dem-primary-2020-ut | us-president-dem-primary-2020-va | us-president-dem-primary-2020-vt | us-president-dem-primary-2020-wi | us-president-dem-primary-2020-wv,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | tulsi-gabbard,2020,Tulsi Gabbard,individual_candidate,same_cycle_national_campaign_research_only,39,1,race-271730fa96966d7953eb | race-5e5b97772655d92ca963 | race-707589896734489b0382 | race-980dc8b6fade3efe9c74 | race-aed8879df9fbc709db76 | race-b2f56d1987a501b29012 | race-c1bc1ffe72e97dc4e320 | race-c3b021b27cd1f9089be2 | race-d48f1a508deba96b730b | race-de351b5bf3d35c3ad4d1 | race-ea5afd75c9af396451a4 | us-president-dem-primary-2020-ak | us-president-dem-primary-2020-al | us-president-dem-primary-2020-az | us-president-dem-primary-2020-ct | us-president-dem-primary-2020-fl | us-president-dem-primary-2020-ga | us-president-dem-primary-2020-id | us-president-dem-primary-2020-in | us-president-dem-primary-2020-ks | us-president-dem-primary-2020-ma | us-president-dem-primary-2020-md | us-president-dem-primary-2020-mo | us-president-dem-primary-2020-ms | us-president-dem-primary-2020-nc | us-president-dem-primary-2020-ne | us-president-dem-primary-2020-nh | us-president-dem-primary-2020-nm | us-president-dem-primary-2020-oh | us-president-dem-primary-2020-ok | us-president-dem-primary-2020-pr | us-president-dem-primary-2020-ri | us-president-dem-primary-2020-sc | us-president-dem-primary-2020-tn | us-president-dem-primary-2020-tx | us-president-dem-primary-2020-ut | us-president-dem-primary-2020-va | us-president-dem-primary-2020-vt | us-president-dem-primary-2020-wi | us-president-dem-primary-2020-wv,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | velma-steinman,2020,Velma Steinman,individual_candidate,same_cycle_national_campaign_research_only,1,0,us-president-dem-primary-2020-mo,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2020 | william-c-bill-haas,2020,William C. (Bill) Haas,individual_candidate,same_cycle_national_campaign_research_only,1,0,us-president-dem-primary-2020-mo,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2024 | armando-mando-perez-serrato,2024,Armando “Mando” Perez-Serrato,individual_candidate,same_cycle_national_campaign_research_only,1,0,race-1ebf8dc775ced8d30b89,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2024 | cenk-uygur,2024,Cenk Uygur,individual_candidate,same_cycle_national_campaign_research_only,1,0,race-97cfab5130640c94bcc2,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2024 | dean-phillips,2024,Dean Phillips,individual_candidate,same_cycle_national_campaign_research_only,5,0,race-1ebf8dc775ced8d30b89 | race-3b8f105d02f390f68f75 | race-9065e448b7091dd55686 | race-97cfab5130640c94bcc2 | race-e2b6f8d54db828efc7e2,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2024 | frankie-lozada,2024,Frankie Lozada,individual_candidate,same_cycle_national_campaign_research_only,1,0,race-1ebf8dc775ced8d30b89,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2024 | gabriel-cornejo,2024,Gabriel Cornejo,individual_candidate,same_cycle_national_campaign_research_only,1,0,race-1ebf8dc775ced8d30b89,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2024 | jason-palmer,2024,Jason Palmer,individual_candidate,same_cycle_national_campaign_research_only,1,0,race-1ebf8dc775ced8d30b89,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
2024 | joseph-r-biden,2024,Joe Biden | Joseph R Biden Jr | Joseph R. Biden Jr.,individual_candidate,same_cycle_national_campaign_research_only,7,0,race-1ebf8dc775ced8d30b89 | race-3b8f105d02f390f68f75 | race-839b10104820793a268a | race-9065e448b7091dd55686 | race-97cfab5130640c94bcc2 | race-e2b6f8d54db828efc7e2 | race-f289969f5b8add9b1d6d,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
