statement_key,race_id,candidate_name,election_date,group,quote,source_url,model_name,device,topic_code,topic_name,similarity,runner_up_code,runner_up_name,runner_up_similarity,margin,keyword_topic_code,keyword_score,keyword_agrees,reviewed_topic
95fa5b3aa3293e2782b5c82b,race-0237c4a27ae65d01b793,Janeese Lewis George,2024-06-04,endorsed,"In 1950, DC had more than 100,000 more residents than it does today. That was before all the buildings we’ve built near metros in the past 20 years. We know we can achieve at least that population again. Doing so could significantly improve equity, welcome new residents, and enable younger generations to afford homes in the neighborhoods they grew up in.",https://ggwash.org/view/93617/2024-dc-ward-4-democratic-primary-endorsement,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.447620,10,Transportation,0.181805,0.265815,,0.000000,false,housing
a319b146c7cae73dba410219,race-97cfab5130640c94bcc2,Marianne Williamson,2024-04-02,opponent,"I want to be president because this country needs to make an economic U-turn. Over the last 48 years, according to the Rand Corporation, $50 trillion has been transferred from the bottom 90% of Americans to the top 1%.",https://abcnews.com/Politics/marianne-williamsons-week-interview-full-transcript-2024-campaign/story?id=97633670,sentence-transformers/all-MiniLM-L6-v2,cpu,1,Macroeconomics,0.243458,20,Government operations,0.226012,0.017446,15,0.447214,false,political_strategy
8d16d65fe86726a84551d1f7,race-a5c9cc4ff2b525bcb410,Beth Keiko Fukumoto,2018-08-11,opponent,"In my experience, you get more done if you seek commonalities with colleagues and focus on shared needs instead of talking points and platforms. My first priority would be to build productive relationships with other members and staff that can work for Hawaii over time.",https://www.civilbeat.org/2018/07/candidate-qa-u-s-house-district-1-beth-fukutomo/,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.161751,4,Agriculture,0.154923,0.006828,,0.000000,false,political_strategy
4eecddee51986190f3d242be,race-248037f4a8dd844f2fd3,Daniel N. McKiernan,2020-09-08,opponent,Invest heavily in public schools and supporting programs including after school and early learning programs.,https://www.golocalprov.com/politics/2020-election-profile-daniel-mckiernan-house-district-7,sentence-transformers/all-MiniLM-L6-v2,cpu,6,Education,0.507134,13,Social welfare,0.318030,0.189104,6,0.447214,true,education
c3554bcc591a32226aff1ead,race-b481f0e166e141a2451a,Cameron Gharabiklou,2018-06-05,opponent,"Because when the history is written, it’ll say California rose up, resisted, and led this country forward.",https://vigarchive.sos.ca.gov/2018/primary/candidates/lt-governor-candidate-statements.htm,sentence-transformers/all-MiniLM-L6-v2,cpu,9,Immigration,0.219459,23,"Culture, family and social issues",0.149762,0.069697,,0.000000,false,political_strategy
fae9dd9e4bc78065912545f4,race-a4cb4c786c15bc1f06d5,Tamara Davis Brown,2026-06-23,opponent,My top 3 priorities are proper budgeting for: (1) education; (2) public safety; and (3) infrastructure improvement (like roads) and economic development.,https://pgproudmag.com/2026/05/05/candidate-qa-8-questions-with-tamara-davis-brown/,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.470373,7,Environment,0.427228,0.043145,6,0.447214,false,tax_budget
06da9666e36c0007c3419cf3,race-ef20ff0afae6a0db133a,Marjorie C. Decker,2024-09-03,opponent,We must continue to reduce poverty by ensuring the wages and benefits people receive are adequate to feed their families.,https://www.gbfb.org/wp-content/uploads/2024/08/Candidate-questionnaire-Marjorie-Decker-1.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.439692,14,Housing and community development,0.213097,0.226595,13,0.447214,true,labor
bb75d12c313f68f1873a3585,race-f96b28cfef78a6d2939c,Eunisses Hernandez,2022-06-07,endorsed,"It happened really fast. The community tried to organize around it and against it, but we just saw whole apartments bought up, people displaced. We need to build so that the people who work here can live here.",https://thelalocal.org/news/eunisses-hernandezs-record-ahead-of-the-primary/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.385001,9,Immigration,0.236760,0.148241,,0.000000,false,housing
7545cbcc289eb306c98917ac,race-55403cc726be644d5b3b,Katherine P. Walsh,2020-06-23,opponent,I’m running for State Assembly because I recognize the impact that a progressive candidate and unified agenda can have in Albany to benefit the people of our District.,https://jimowles.org/news/candidate-answers-to-joldc-katherine-walsh-for-ny-assembly-district-51,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.316192,12,"Law, crime and justice",0.222924,0.093268,,0.000000,false,political_strategy
4d2e72c2754e0e01da503e9f,race-0b902d615156cfc70e34,Jackie Reyes Yanes,2026-06-16,opponent,I will fight to preserve and expand truly affordable housing so longtime residents are not pushed out of the communities they helped build.,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-jackie-reyes-yanes/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.474773,16,Defense and veterans,0.223653,0.251120,14,0.447214,true,housing
9bd555dd58b5882f2da3f237,race-3feef0e6623161e871c8,"Izola ""Zola"" Shaw",2026-06-23,endorsed,"The county should update zoning rules to allow for more housing options, introduce protections that keep rent increases in check, and make meaningful investments in building homes that families on typical incomes can actually afford.",https://www.montgomery4all.org/izola-shaw-2026,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.529418,4,Agriculture,0.277336,0.252082,14,1.341641,true,housing
a8794469522ae705bce7d9f6,race-a493243e3fd4b72b829f,Ernest E. Johnson,2026-06-16,opponent,"Second, I will restore public safety through accountable policing, better training, and a focus on prevention and opportunity for young people.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-ernest-johnson/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.478335,13,Social welfare,0.341991,0.136344,,0.000000,false,public_safety
493e6ed682ae4a7eaeb1872b,race-3b8f105d02f390f68f75,Joseph R Biden Jr,2024-03-12,opponent,"Give me a Democratic House of Representatives and give me a bigger Democratic Senate, and we will pass a new law restoring the protections of Roe v. Wade, and I will sign it immediately.",https://lailluminator.com/2024/01/23/biden-abortion-rights/,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.210132,2,Civil rights and liberties,0.181529,0.028603,,0.000000,false,civil_rights
4f2cd32aa0f098d19b15bc1c,race-aed8879df9fbc709db76,Elizabeth Warren,2020-03-03,opponent,"This is America—we’re happy to invest in opportunities for everyone. But we’re saying that if you make it really, really, really big, bigger than 50 million dollars, then pitch in two cents so everyone else can have a chance.",https://2020.elizabethwarren.com/toolkit/umt,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.135909,17,"Science, technology and communications",0.105393,0.030516,,0.000000,false,tax_budget
3bd9da19bc4fa644ab33171b,race-a493243e3fd4b72b829f,Gary Goodweather,2026-06-16,opponent,"Affordability means tackling housing costs through increased production of multi-generational homes and implementing my Fare-Free program, providing free Metrobus and Metrorail to D.C. residents.",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-gary-goodweather/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.409678,13,Social welfare,0.305001,0.104677,14,0.447214,true,climate_energy
137b78e3230eddf934f07612,race-76f51d329af062247a1f,Daniel Carusello,2024-08-06,opponent,I support fair taxes that would increase the state’s revenue from high-income residents and exempt those who cannot afford to pay more into our regressive tax system.,https://www.ballotready.org/people/daniel-carusello,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.251933,3,Health,0.189146,0.062787,1,0.894427,false,tax_budget
258648b40ab8a5868f3e96b9,race-d74df06a662d8e830bb8,Alexander Kostal,2025-02-18,opponent,"I’m committed to ensuring that our district is a safe and healthy place to raise a family, enjoy our wonderful dining, arts, and entertainment scene, to live and work, and truly thrive.",https://urbanmilwaukee.com/pressrelease/alexander-kostal-announces-candidacy-for-milwaukee-common-council-district-3/,sentence-transformers/all-MiniLM-L6-v2,cpu,4,Agriculture,0.323004,14,Housing and community development,0.318243,0.004760,23,0.447214,false,political_strategy
571b70a2b5474f4f5a85a470,race-b481f0e166e141a2451a,Gayle McLaughlin,2018-06-05,endorsed,"I led Richmond’s remarkable transformation, reducing homicides 75%, increasing the minimum wage to $15, controlling pollution, promoting sustainable development, solarizing the city, promoting rent control, defending immigrant rights, forcing Chevron to pay $114 million in additional city taxes, helping homeowners avoid foreclosure, bringing greener and less expensive electricity, defending public schools and opposing the expansion of charter schools.",https://peaceandfreedomparty.org/home/national/campaign/election-2018/candidates-2018/gayle-mclaughlin-for-lt-governor,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.221361,8,Energy,0.220851,0.000510,5,0.447214,false,labor
d37c05023aa813899fdc11c2,race-fc455554338c9836cfc0,Jabari Brisport,2026-06-23,endorsed,"I support the creation of a social housing development authority and I will continue to fight for fully funded public housing and against all forms of privatization of NYCHA, including the RAD/PACT conversions – it is what is owed to our public housing tenants.",https://jabariforstatesenate.com/platform/housing/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.382101,10,Transportation,0.233949,0.148152,14,0.447214,true,housing
e1f4705d52b22684da5f006e,race-3feef0e6623161e871c8,Allison Eriksen,2026-06-23,opponent,"I support loosening SFZ restrictions and encouraging the building of housing with smaller footprints (town homes, duplex, triplex, small apartment buildings, and ADUs) that can be more affordable and have a smaller environmental impact.",https://www.montgomery4all.org/allison-eriksen-2026,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.425546,13,Social welfare,0.246445,0.179101,14,0.447214,true,housing
a2330ce3ae556508847427ae,race-a8714bfc41c3a8b6f98f,Melissa Orlando,2026-06-23,opponent,No transfer of public land to private ownership of any kind. Public land must remain in public hands.,https://wqclt.org/wp-content/uploads/2026/06/WQCLT_2026_Complete_Candidate_Responses.pdf,sentence-transformers/all-MiniLM-L6-v2,cpu,21,Public lands and water,0.465230,10,Transportation,0.259753,0.205476,,0.000000,false,economic_ownership
26d267c3d3de696546450d24,race-70d6e7aea0a07570e2a8,Nada Elmikashfi,2020-08-11,endorsed,"If elected Nada would support the quest to defund police across Wisconsin, including the MPD. Defunding the massive police budget and distributing those funds to more effective and pertinent services would create safer communities.",https://www.ballotready.org/people/nada-elmikashfi,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.281873,12,"Law, crime and justice",0.207920,0.073953,1,0.447214,false,public_safety
c2542596b512f8a5b18c87f4,race-deff03074ea69358d8e9,Sheigh Freeberg,2022-08-09,endorsed,"My top three issues are affordable housing, fully funding education, and universal healthcare in Minnesota.",https://weststpaulreader.com/2022/07/07/state-legislature-primary-priorities/,sentence-transformers/all-MiniLM-L6-v2,cpu,23,"Culture, family and social issues",0.422285,3,Health,0.420852,0.001433,3,0.447214,false,healthcare
2f7190317d8756a48d151e6e,race-aed8879df9fbc709db76,Bernie Sanders,2020-03-03,endorsed,"It guarantees, like every other major country on Earth, health care to every man, woman and child in this country.",https://www.cbsnews.com/news/bernie-sanders-2020-on-medicare-for-all-role-of-insurance-companies/,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.349883,13,Social welfare,0.289054,0.060829,,0.000000,false,healthcare
0bad8ada26299f284d0516a9,race-1ebf8dc775ced8d30b89,Frankie Lozada,2024-03-05,opponent,"We must address the immigration crisis in a humanitarian way, prioritizing compassion, dignity, and human rights.","https://ballotpedia.org/Frankie_Lozada_(President_of_the_United_States,_New_York,_candidate_2024)",sentence-transformers/all-MiniLM-L6-v2,cpu,9,Immigration,0.446846,13,Social welfare,0.266171,0.180675,9,0.447214,true,immigration
8a0baa82364cf3d01f636242,race-65136bae40d3d3d9d35a,Crystal Hudson,2021-06-22,opponent,"As Council Member for the 35th District, first, I will work to dismantle the ULURP as we know it; ensure the Department of Housing Preservation & Development (HPD) subsidizes deeply affordable housing (0-80% AMI); and expand the right to counsel to all tenants in New York City who seek representation in housing court.",https://thetenant.org/crystal-hudson/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.229098,13,Social welfare,0.110999,0.118099,12,0.447214,false,housing
49d172110c4bf45f4aeedf66,race-839b10104820793a268a,Uncommitted NJ,2024-06-04,endorsed,Justice for Palestine. Permanent Ceasefire Now.,https://www.dsausa.org/blog/putting-palestine-on-the-ballot-an-interview-with-uncommitted-new-jersey-organizers/,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.189037,16,Defense and veterans,0.171918,0.017119,,0.000000,false,foreign_policy
5448227eab6ee02cc84456a4,race-d3d54e895ad132bafc82,Sasha Anderson,2019-08-06,opponent,"My top three priorities if elected to Seattle City Council would be: Environmental Sustainability, Affordable Housing, and Reliable Transportation.",https://ballotpedia.org/Sasha_Anderson,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.394239,10,Transportation,0.371969,0.022270,10,0.447214,false,climate_energy
bf3c75c3a25971ca54672212,race-d74df06a662d8e830bb8,Ieshuh Griffin,2025-02-18,opponent,"It’s like they’re not living in their own home, they’re living in a prison.",https://www.wpr.org/news/8-candidates-milwaukee-council-seat-election-3rd-district,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.303303,9,Immigration,0.189334,0.113968,12,0.447214,false,housing
